date,death penalty,drug policy,incarcer,gun control,shooting,abortion,pro life,arts,civil rights,racism,budget,economy,stock,taxes,recession,debt,budget,education,college,student debt,air quality,global warming,carbon dioxide,climate change,greenhouse,campaign finance reform,privatization,health insurance,medicaid,medicare,social security,welfare,defense spending,war,albania,algeria,america,andorra,angola,antigua,argentina,armenia,australia,austria,azerbaijan,bahamas,bahrain,bangladesh,barbados,belarus,belgium,belize,benin,bhutan,bissau,bolivia,bosnia,botswana,brazil,british,brunei,bulgaria,burkina,burma,burundi,cambodia,cameroon,canada,cape verde,central african republic,chad,chile,china,colombia,comoros,congo,costa rica,country debt,croatia,cuba,cyprus,czech,denmark,djibouti,dominica,east timor,ecuador,egypt,el salvador,emirate,england,eritrea,estonia,ethiopia,fiji,finland,france,gabon,gambia,georgia,germany,ghana,great britain,greece,grenada,grenadines,guatemala,guinea,guyana,haiti,herzegovina,honduras,hungary,iceland,in usa,india,indonesia,iran,iraq,ireland,israel,italy,ivory coast,jamaica,japan,jordan,kazakhstan,kenya,kiribati,korea,kosovo,kuwait,kyrgyzstan,laos,latvia,lebanon,lesotho,liberia,libya,liechtenstein,lithuania,luxembourg,macedonia,madagascar,malawi,malaysia,maldives,mali,malta,marshall,mauritania,mauritius,mexico,micronesia,moldova,monaco,mongolia,montenegro,morocco,mozambique,myanmar,namibia,nauru,nepal,netherlands,new zealand,nicaragua,niger,nigeria,norway,oman,pakistan,palau,panama,papua,paraguay,peru,philippines,poland,portugal,qatar,romania,russia,rwanda,samoa,san marino,sao tome,saudi arabia,scotland,scottish,senegal,serbia,seychelles,sierra leone,singapore,slovakia,slovenia,solomon,somalia,south africa,south sudan,spain,sri lanka,st. kitts,st. lucia,st kitts,st lucia,saint kitts,santa lucia,sudan,suriname,swaziland,sweden,switzerland,syria,taiwan,tajikistan,tanzania,thailand,tobago,togo,tonga,trinidad,tunisia,turkey,turkmenistan,tuvalu,uganda,ukraine,united kingdom,united states,uruguay,usa,uzbekistan,vanuatu,vatican,venezuela,vietnam,wales,welsh,yemen,zambia,zimbabwe
2008-03-01,34,37,0,15,19,42,41,59,39,32,71,68,24,65,42,52,71,51,64,25,5,55,55,41,38,14,27,63,55,51,53,58,44,64,23,10,45,51,25,74,28,40,47,59,17,27,37,5,56,48,21,54,28,35,24,47,9,74,16,51,29,62,27,16,17,62,10,61,48,14,43,40,46,45,41,63,27,15,7,64,61,50,34,68,31,20,44,38,64,74,38,51,43,52,61,48,57,30,20,65,35,14,40,41,18,58,39,64,61,2,3,20,44,13,49,33,22,10,12,61,31,25,7,61,19,39,37,42,26,17,36,54,13,59,43,26,53,37,5,59,39,76,66,19,53,28,39,20,77,68,19,65,55,87,53,26,64,33,28,37,13,63,37,9,20,17,56,38,16,27,38,19,41,38,18,19,53,36,51,23,25,79,20,34,17,36,37,24,62,52,9,16,50,49,66,22,20,49,30,18,4,51,13,57,43,49,61,27,35,29,68,33,50,53,6,51,46,59,40,20,11,29,33,21,23,32,27,40,12,42,45,13,65,29,16,8,47,36,48,61,28,33,35
2008-04-01,44,53,97,16,19,46,45,61,51,36,62,74,23,79,38,55,62,54,65,26,5,68,62,46,44,12,37,65,58,51,55,64,41,63,32,10,49,34,29,72,30,35,46,65,19,24,46,5,54,36,21,52,28,30,26,51,8,76,16,51,30,62,29,16,19,65,10,62,43,16,42,42,49,43,21,71,26,17,7,64,64,52,34,66,31,23,40,38,74,71,35,55,47,54,62,48,52,28,15,64,34,13,37,43,18,50,44,66,57,2,4,20,46,13,50,32,22,11,11,61,31,25,7,60,20,40,43,42,28,17,23,56,14,61,47,26,58,34,5,42,41,77,71,18,56,22,36,18,78,95,20,60,59,75,51,28,72,39,27,39,13,63,44,11,19,17,58,40,17,29,38,20,34,38,17,26,56,34,52,24,23,75,21,38,17,42,40,25,61,55,8,14,53,54,65,23,20,46,46,18,5,53,13,38,38,40,58,24,36,30,73,39,48,53,7,45,49,61,37,19,10,30,34,22,24,33,31,48,12,41,46,14,66,35,18,8,47,40,44,58,29,38,58
2008-05-01,33,35,0,10,18,41,38,56,49,27,67,71,22,37,25,49,67,52,62,21,5,61,47,39,43,10,22,60,50,49,49,59,16,61,31,10,48,33,28,68,30,46,47,70,25,24,36,5,50,44,21,45,27,26,24,53,8,72,17,47,30,69,27,100,16,65,11,59,42,13,40,46,59,44,14,64,25,19,8,60,65,53,34,72,27,19,39,36,76,65,36,53,51,54,65,51,56,31,17,61,35,13,33,47,18,55,41,64,54,2,4,22,45,14,50,33,23,11,10,58,34,26,7,61,19,39,41,38,33,18,19,54,14,60,50,32,46,34,5,43,42,78,68,17,56,23,36,20,77,82,20,60,57,100,51,37,70,37,27,34,94,57,42,10,19,17,58,39,17,31,38,20,32,39,18,23,56,35,51,25,23,79,23,37,17,41,46,25,58,51,8,18,62,52,65,23,21,48,36,17,5,54,12,50,35,41,54,23,36,30,65,36,50,54,7,45,49,59,38,18,11,31,36,23,25,28,24,44,13,42,43,14,65,28,18,6,49,40,43,55,26,37,31
2008-06-01,19,26,0,7,17,32,40,56,25,20,62,59,22,33,21,49,62,48,61,30,8,44,39,35,32,12,21,59,54,51,51,56,28,52,24,10,47,32,28,64,34,36,49,77,17,23,36,6,56,46,21,46,28,29,23,52,6,69,17,48,29,75,26,21,16,56,9,61,38,10,38,44,45,41,14,58,25,16,13,54,67,66,34,89,29,17,40,34,75,73,36,55,44,45,65,46,57,29,16,61,42,12,30,49,18,47,40,63,53,2,4,19,45,13,49,34,23,11,9,60,31,29,7,60,19,37,36,38,58,17,17,54,15,48,49,26,53,34,5,45,37,81,64,18,54,24,39,18,79,64,20,61,56,20,53,26,61,40,24,31,17,57,45,10,26,17,52,35,17,30,37,21,34,42,16,25,60,37,58,36,25,100,26,29,17,42,41,25,59,51,7,15,51,46,68,21,23,47,26,16,4,65,13,46,33,40,58,27,38,28,64,37,57,61,6,44,39,58,38,21,11,33,37,24,31,30,28,41,11,40,37,15,65,31,19,5,50,34,46,53,22,36,38
2008-07-01,17,32,0,5,18,30,35,56,17,14,64,52,23,31,28,53,64,45,59,28,9,32,35,32,27,6,18,66,59,60,51,55,23,48,22,9,48,33,27,69,30,34,46,59,18,23,36,5,52,45,22,42,31,32,28,47,7,65,15,53,31,81,23,14,12,63,9,61,52,8,39,39,43,46,15,50,24,22,10,52,67,51,33,59,27,16,38,32,75,69,34,41,43,45,65,44,68,28,16,65,33,13,29,43,18,43,44,58,49,2,4,19,44,14,48,35,22,13,8,60,30,23,6,60,18,37,38,38,30,17,15,54,14,55,42,28,48,30,5,44,40,81,58,22,49,27,39,18,79,64,18,66,53,20,53,28,75,44,24,33,14,61,25,9,18,16,51,32,18,31,37,20,31,40,15,23,59,42,48,25,25,73,18,22,17,44,46,22,58,51,7,16,50,38,70,21,23,46,22,17,4,50,14,43,37,48,55,22,36,25,62,33,45,55,6,45,43,59,39,18,9,34,36,25,25,29,20,38,12,38,36,14,69,32,16,5,44,31,47,54,22,37,34
2008-08-01,15,25,0,5,20,36,43,56,17,14,58,49,20,30,27,50,58,47,69,21,5,28,30,29,27,7,17,66,56,52,51,54,34,51,19,9,48,38,34,72,37,40,50,57,24,22,39,5,50,56,22,42,34,25,24,54,6,63,17,48,33,70,24,15,14,61,11,59,46,8,47,43,67,45,18,53,25,15,8,63,65,53,34,53,27,22,37,32,74,77,35,58,47,46,67,48,51,36,15,100,32,13,44,43,19,47,43,64,50,2,3,23,51,13,53,36,25,11,7,57,27,22,9,73,18,38,41,38,35,18,16,55,21,52,50,26,46,31,5,41,59,71,57,21,48,26,41,19,73,68,51,67,59,21,54,28,68,40,23,32,14,57,43,10,19,18,53,32,21,31,40,23,26,39,17,28,58,40,52,23,25,74,37,23,19,41,48,23,60,53,7,18,52,38,70,21,20,44,23,18,4,51,15,40,33,43,50,41,35,24,66,36,48,52,6,45,50,54,41,18,12,43,36,24,23,31,42,38,13,38,38,15,79,33,19,5,40,31,44,51,22,39,29
2008-09-01,25,37,0,11,18,49,55,57,27,21,56,77,29,33,50,63,56,55,73,22,4,41,54,35,29,10,24,65,58,49,50,63,53,55,19,9,51,45,32,71,31,41,45,56,20,21,37,5,47,41,21,44,28,28,28,65,7,64,15,47,28,58,23,14,13,57,9,56,47,7,45,43,47,46,13,58,25,31,9,68,62,48,33,55,28,16,41,37,80,72,38,42,43,47,60,53,52,72,18,68,32,13,34,41,17,49,45,64,52,3,4,22,43,13,52,34,22,10,9,55,28,22,6,62,18,35,41,40,24,17,15,54,13,52,42,25,60,30,5,54,41,81,62,21,49,25,36,18,70,68,19,62,63,18,50,27,59,34,23,32,14,55,33,9,18,16,55,33,17,29,40,22,29,36,18,26,57,39,46,21,24,70,25,26,17,42,42,25,59,49,8,14,52,41,71,22,18,45,35,16,3,48,13,32,29,39,52,30,39,22,59,68,47,59,7,44,47,54,39,20,10,27,36,20,22,29,27,38,12,41,45,17,66,32,18,5,43,31,42,54,29,38,27
2008-10-01,33,32,0,17,19,63,65,55,33,28,55,91,40,39,96,69,55,51,66,28,4,45,63,40,32,25,25,65,59,58,52,67,54,60,20,10,49,40,32,67,32,31,48,56,20,18,36,5,46,72,19,46,29,23,30,55,6,66,16,44,26,50,23,16,15,67,9,59,40,13,38,43,42,45,24,71,23,32,5,54,54,47,30,65,27,17,40,36,75,65,35,47,47,45,56,44,48,63,19,63,31,13,35,33,16,38,40,60,47,2,3,22,42,29,49,32,23,10,9,55,26,19,6,57,18,34,52,41,24,17,15,56,15,52,42,26,57,32,5,41,39,81,57,26,50,22,35,19,63,73,21,58,60,24,49,23,56,30,24,34,14,55,34,9,18,16,55,35,16,27,38,20,30,37,17,27,57,36,48,20,25,68,22,30,18,37,43,24,54,50,8,14,46,45,64,20,15,46,41,16,5,43,13,37,31,39,51,36,39,26,63,39,43,50,8,41,46,51,35,18,10,32,34,19,25,29,28,39,11,40,44,17,63,27,18,5,47,32,40,52,23,37,26
2008-11-01,38,30,0,19,21,55,65,53,39,30,53,77,30,31,79,62,53,47,66,34,5,49,59,41,32,20,24,59,51,57,44,65,34,80,18,10,48,46,28,60,29,31,47,55,16,19,42,6,47,38,18,46,28,39,38,45,5,65,16,44,31,47,26,16,17,62,9,56,40,10,37,41,42,41,15,100,24,30,4,59,46,46,31,66,30,16,38,36,65,76,38,41,43,50,56,46,48,67,21,56,31,13,33,31,17,50,36,61,60,2,3,22,41,17,51,36,25,10,9,53,28,18,6,56,17,34,37,44,21,16,16,57,13,59,38,24,44,31,5,40,36,75,53,69,49,22,37,20,58,65,26,56,57,24,52,24,55,28,23,32,15,52,32,9,17,16,59,36,16,26,43,21,29,35,20,21,54,37,48,20,26,68,22,36,15,34,35,27,52,51,8,14,46,44,64,20,14,47,67,16,5,38,14,43,29,40,48,30,41,26,61,36,44,47,7,41,38,52,42,17,10,28,33,17,79,30,25,40,11,38,43,16,67,27,18,5,48,34,39,56,27,37,24
2008-12-01,30,30,0,10,21,37,47,49,31,21,48,65,26,31,85,55,48,39,57,40,4,39,45,35,28,8,22,57,54,56,44,54,18,69,18,9,45,47,25,48,25,30,44,55,16,20,33,6,42,34,18,43,25,24,27,40,5,56,14,39,26,44,22,14,17,57,8,58,35,12,36,37,38,32,14,68,22,23,4,54,43,43,29,63,27,13,33,33,58,63,30,45,34,50,49,45,49,90,19,52,28,16,31,33,15,42,30,69,45,2,3,15,38,16,43,35,25,10,8,45,34,17,5,54,17,36,32,35,38,15,14,50,12,53,38,25,40,30,5,37,36,69,55,85,44,21,31,19,52,62,19,55,49,28,53,22,56,27,21,30,15,47,24,8,15,14,42,34,15,25,38,22,27,32,16,18,49,33,42,18,23,68,20,32,13,34,45,24,46,44,7,14,43,42,61,19,15,47,48,13,4,34,13,35,40,41,52,26,57,21,58,31,45,46,6,39,39,46,38,15,10,25,30,17,37,28,23,36,11,36,37,14,56,25,14,5,36,33,32,50,26,30,29
2009-01-01,23,25,0,9,21,43,58,55,37,20,60,67,24,60,77,60,60,48,68,35,4,39,46,33,31,7,19,65,61,54,53,60,38,66,19,10,46,45,28,61,25,31,54,59,16,29,36,5,59,38,19,52,26,26,30,42,5,65,15,47,30,57,23,14,15,59,9,58,54,12,38,36,40,37,16,63,30,25,7,65,58,49,32,65,32,12,36,38,69,65,32,47,38,47,66,45,54,36,24,57,30,14,32,37,19,52,38,65,47,2,3,18,41,18,48,33,27,10,7,57,68,20,5,62,16,35,35,43,25,15,14,54,12,60,44,28,50,33,5,36,38,74,58,55,51,21,39,20,66,65,22,69,57,23,60,23,53,28,25,33,15,61,32,8,17,16,48,36,15,28,42,21,27,35,18,20,46,39,45,22,28,71,20,29,15,37,48,25,59,52,9,15,54,40,59,23,16,47,39,16,3,42,19,45,46,60,81,34,38,23,62,29,49,49,6,37,41,52,41,19,10,25,35,20,22,31,23,39,12,39,42,15,62,28,16,6,42,32,42,56,25,31,26
2009-02-01,29,36,0,12,19,41,48,54,42,24,68,77,25,76,97,64,68,51,65,33,4,42,56,38,35,8,25,67,63,53,52,67,38,66,30,10,46,40,30,76,25,32,50,55,19,25,39,6,59,34,18,47,28,26,30,41,5,72,17,45,30,52,24,13,17,61,9,55,50,10,37,33,39,43,17,69,26,38,6,61,57,47,32,72,34,15,36,37,71,67,35,49,39,52,53,44,53,33,20,54,31,14,34,37,17,53,42,66,48,2,3,20,42,16,47,34,29,11,8,57,33,22,7,61,18,37,37,42,21,17,14,55,25,55,43,26,52,32,5,39,38,74,53,46,51,24,36,21,65,64,22,66,59,21,57,24,55,27,27,33,15,56,29,8,18,17,51,37,16,29,40,22,26,36,19,21,47,40,46,22,28,71,19,33,15,35,42,26,57,50,8,15,55,47,60,21,16,48,37,16,4,45,19,41,43,49,66,33,37,26,63,33,48,50,7,38,48,55,38,20,10,26,38,23,21,29,24,40,11,38,42,15,59,30,15,6,44,33,49,65,24,33,28
2009-03-01,37,33,0,12,23,43,49,54,39,28,63,78,28,64,93,62,63,53,66,27,4,46,57,43,41,10,27,67,62,53,52,67,33,72,35,10,47,37,36,74,29,35,47,58,20,26,39,6,56,38,19,48,31,26,100,50,6,81,16,45,28,56,28,14,18,61,10,56,41,13,36,41,41,46,18,73,28,29,6,60,58,50,34,75,31,16,40,37,85,68,37,53,42,52,57,44,52,51,19,55,33,14,35,39,17,51,44,74,49,2,4,22,46,14,48,35,28,10,8,62,30,22,8,62,18,36,36,44,21,20,15,55,15,50,44,29,52,33,6,51,39,75,55,39,59,23,36,21,72,65,24,61,63,18,59,24,58,35,27,35,16,62,42,9,19,19,56,39,16,27,42,23,28,40,21,22,56,42,48,24,28,74,20,36,18,39,48,27,57,47,8,17,55,49,60,29,16,47,36,17,5,47,17,46,42,51,63,23,40,33,65,45,48,51,7,40,40,55,39,20,11,77,39,24,23,30,24,42,12,42,41,16,61,32,17,6,47,35,44,55,26,36,28
2009-04-01,36,37,0,15,22,41,47,53,46,29,71,67,26,72,74,59,71,51,60,31,4,47,55,41,43,11,24,64,60,49,48,64,44,63,36,10,48,34,32,65,37,38,54,50,20,23,49,6,49,37,21,45,28,28,38,64,7,79,15,46,31,55,26,15,17,60,9,61,46,15,39,47,41,55,15,61,29,26,7,60,61,50,32,65,29,16,48,37,79,61,33,51,40,52,60,43,55,32,16,55,33,13,34,41,16,47,45,69,49,2,4,24,44,13,47,38,30,10,8,62,29,27,6,62,18,36,39,41,21,22,13,57,15,51,45,28,54,31,6,40,40,74,59,39,58,28,35,19,72,63,22,60,70,19,100,28,62,32,26,34,15,56,31,9,18,16,57,35,16,26,39,26,27,39,19,27,65,40,47,26,31,79,20,38,16,57,43,30,58,48,8,15,55,45,72,22,16,47,100,20,5,47,19,40,34,44,59,29,38,26,60,33,46,51,7,42,51,52,39,22,11,32,43,26,26,37,38,42,12,40,41,18,61,37,17,6,48,37,41,49,26,33,24
2009-05-01,30,34,0,11,20,40,48,53,44,27,62,62,23,30,59,52,62,49,61,32,4,41,51,40,45,7,23,62,55,47,46,62,42,63,36,9,45,30,31,67,37,42,54,52,43,23,37,6,46,38,19,44,28,29,33,51,7,72,15,44,29,60,25,16,18,61,8,60,38,16,37,46,41,57,16,62,27,24,7,55,62,48,34,62,25,17,47,38,84,59,33,52,54,50,58,46,58,34,14,52,33,13,32,46,15,41,51,70,46,2,5,26,44,15,47,40,31,10,7,60,31,24,7,60,18,40,42,39,22,23,13,58,13,65,44,30,52,32,6,41,41,76,59,30,58,27,39,21,74,64,23,61,66,20,77,35,66,36,24,32,18,59,34,10,18,16,56,41,16,42,36,26,28,43,19,26,63,40,46,27,27,82,19,36,18,40,38,28,57,47,8,17,50,46,70,21,17,45,47,19,5,48,24,31,34,41,59,21,40,25,64,34,49,51,7,41,43,56,38,18,10,28,36,27,25,29,35,40,11,42,37,18,58,28,16,8,53,39,41,49,24,32,22
2009-06-01,17,24,0,5,19,35,43,52,25,20,63,50,21,30,47,54,63,47,63,31,4,33,37,38,33,7,17,68,58,52,45,58,15,52,28,11,45,39,31,62,41,35,56,53,29,22,41,6,44,40,21,39,28,26,46,52,5,67,20,45,31,67,24,14,16,56,10,61,44,8,36,49,38,54,100,56,29,23,9,52,63,47,32,66,30,13,50,42,100,65,35,46,42,46,57,42,71,61,14,48,31,14,28,44,15,50,45,64,45,2,4,42,42,13,47,43,31,29,7,60,29,25,6,57,17,38,58,40,25,27,13,55,14,51,46,33,63,28,5,41,37,78,57,27,49,27,34,21,78,59,23,60,66,19,63,24,56,38,23,34,17,55,33,9,17,15,59,37,18,30,36,26,38,39,18,30,65,44,45,28,28,80,18,28,18,42,41,29,56,46,8,15,48,39,76,21,18,42,35,21,5,50,18,39,30,44,58,27,40,22,61,33,48,51,6,42,43,52,40,21,12,29,41,27,23,28,23,39,11,37,33,20,61,31,16,5,53,34,41,51,35,36,21
2009-07-01,13,25,0,5,19,27,40,51,17,16,79,47,21,31,44,57,79,45,58,37,4,25,32,34,26,4,14,74,63,56,49,59,33,49,22,9,47,38,29,60,39,35,55,54,21,23,39,7,46,34,19,39,28,27,37,46,5,68,15,51,34,72,24,15,15,56,9,63,41,7,36,47,40,60,60,55,31,20,9,51,65,46,32,58,27,14,46,35,88,58,32,45,40,43,63,41,81,39,15,49,31,16,25,43,17,44,49,69,48,2,4,53,48,13,49,44,31,12,6,63,27,23,4,57,18,40,38,41,25,20,12,59,16,50,39,29,48,35,6,35,38,77,51,26,43,30,39,20,81,57,24,64,65,17,68,28,55,43,23,30,16,58,24,10,17,16,66,32,17,29,37,25,30,44,16,25,66,48,43,28,28,78,17,24,17,43,41,27,61,46,7,15,57,35,74,21,19,44,30,19,4,47,18,35,31,45,59,27,40,21,66,29,45,53,7,42,51,53,42,17,9,27,36,28,24,32,25,41,11,38,32,19,61,28,17,5,49,34,44,53,30,34,20
2009-08-01,14,20,0,5,20,27,39,50,17,14,58,50,22,30,43,55,58,45,68,40,5,21,31,33,26,5,16,79,67,61,49,60,30,49,19,8,48,36,28,66,39,35,58,54,20,25,39,7,50,37,20,38,26,26,27,52,5,63,14,41,35,63,21,16,14,57,8,64,59,8,40,50,40,63,11,59,30,22,8,49,63,46,32,54,25,20,46,35,83,61,33,50,50,47,65,44,51,50,15,49,30,13,26,40,17,52,48,70,47,1,4,30,43,13,63,43,33,9,7,63,28,21,5,60,17,38,36,41,22,20,13,61,12,50,39,28,52,30,6,43,35,70,59,24,46,30,41,19,75,66,18,66,69,19,60,26,55,36,24,33,19,56,28,10,17,16,57,28,16,29,38,26,27,41,20,28,68,47,44,27,29,75,17,22,19,42,36,29,62,47,7,14,56,35,74,20,20,47,28,20,4,43,18,28,29,45,55,31,40,22,65,36,47,54,7,51,41,56,43,20,9,43,38,28,24,27,24,37,11,35,32,20,65,28,20,5,48,34,42,47,20,33,21
2009-09-01,23,29,0,7,19,29,47,54,24,23,52,57,21,31,45,53,52,51,72,28,5,30,50,43,30,11,19,74,65,57,45,62,37,52,18,9,48,36,29,74,45,38,57,55,20,20,40,6,43,41,20,36,28,30,33,54,6,68,16,42,32,57,28,15,15,58,10,62,43,9,39,52,41,64,16,59,31,24,7,58,59,46,34,59,26,17,54,40,93,54,36,48,45,48,61,45,53,76,15,55,31,15,30,40,14,35,51,77,43,2,4,42,44,11,63,43,30,11,7,61,29,22,6,56,17,41,36,42,30,18,13,55,12,52,40,28,51,28,7,43,40,79,67,23,46,28,36,20,69,61,18,64,75,18,61,28,57,31,24,34,18,58,30,9,17,16,58,34,17,27,38,24,31,48,23,36,67,50,50,26,28,82,18,30,100,45,38,29,58,48,7,18,48,42,74,23,21,49,32,20,5,44,18,27,24,45,53,26,41,23,61,32,46,51,6,42,44,54,42,20,12,33,40,26,23,31,22,43,11,38,39,24,63,31,16,5,53,35,38,52,24,34,21
2009-10-01,31,31,60,9,20,34,51,52,29,25,50,56,22,31,44,54,50,50,68,23,3,41,63,58,33,17,22,72,64,62,44,66,28,53,19,11,49,36,32,73,47,46,59,54,20,21,42,7,44,48,19,39,28,27,39,55,7,74,16,41,34,48,26,14,16,62,9,62,37,11,39,52,43,64,14,59,33,28,4,54,51,46,35,62,29,17,53,45,99,55,33,51,40,51,56,44,49,45,19,52,31,17,30,38,16,41,46,72,49,2,5,36,48,13,75,41,39,10,7,62,29,20,6,57,18,34,39,43,27,19,12,57,14,55,44,29,50,30,6,40,36,81,53,23,52,30,38,21,65,62,20,62,75,18,63,24,58,29,25,35,17,57,31,10,18,16,59,37,17,29,42,26,33,40,23,30,71,50,46,27,30,84,19,40,75,40,37,30,52,44,8,17,49,42,70,23,17,55,39,20,6,39,17,26,28,39,55,28,40,26,64,31,46,49,7,41,45,55,44,25,11,33,41,24,27,32,25,46,15,36,38,34,65,31,25,6,55,37,37,48,22,35,23
2009-11-01,43,31,0,11,27,38,54,51,30,26,48,57,21,30,41,58,48,48,66,23,4,53,62,68,31,16,27,67,56,61,40,65,23,58,18,27,46,47,31,72,45,38,60,57,19,22,46,7,48,39,20,41,29,31,38,50,10,72,16,42,32,49,26,15,17,65,9,66,38,10,37,51,45,65,17,62,34,35,4,52,46,46,33,57,29,14,48,50,86,66,33,56,41,53,57,48,52,33,19,47,30,14,32,37,15,51,43,69,48,2,6,29,41,13,76,42,38,10,8,67,28,19,6,57,18,35,37,44,35,19,14,59,13,56,41,28,49,30,6,39,36,78,51,27,48,29,36,22,60,62,20,63,72,23,65,23,56,26,25,41,17,59,31,10,17,16,59,36,18,27,49,24,32,38,18,29,71,49,44,27,31,96,20,33,41,39,37,32,53,45,8,15,51,49,73,23,21,53,45,22,6,37,19,29,30,39,52,36,45,29,68,35,47,49,7,42,50,58,46,23,10,27,41,24,78,31,29,45,16,36,37,29,64,32,16,6,58,39,38,47,26,32,23
2009-12-01,34,24,0,8,21,31,48,46,28,20,49,48,20,32,33,49,49,39,58,22,3,57,51,81,29,14,21,60,56,62,38,56,48,58,18,12,43,49,26,56,39,32,56,54,21,22,42,7,44,36,18,40,25,25,33,46,5,57,14,38,30,47,20,12,15,61,9,65,35,11,38,46,40,51,13,58,29,37,4,48,45,41,32,51,29,11,44,40,73,61,28,56,33,51,51,46,55,29,17,44,29,13,30,34,13,38,39,68,43,2,4,24,38,13,68,44,37,11,7,54,27,17,8,59,17,37,33,38,36,18,12,60,13,93,39,28,37,28,6,33,33,70,52,29,47,30,33,21,55,60,29,59,64,16,73,23,50,26,24,28,18,50,43,10,15,14,48,32,15,39,43,27,24,35,16,25,62,46,41,24,30,90,19,30,46,38,34,30,49,40,8,15,45,42,71,20,15,63,37,19,4,32,20,29,33,35,56,22,60,22,75,30,49,48,7,40,39,51,44,15,10,67,33,23,36,32,67,43,11,32,34,23,60,25,15,6,48,36,31,44,39,29,18
2010-01-01,25,27,0,8,20,31,56,51,32,20,50,50,21,63,32,55,50,48,74,26,4,44,49,48,28,28,18,66,60,56,47,60,30,54,22,19,48,49,72,66,41,35,65,61,19,32,43,9,61,37,20,50,36,27,31,44,5,69,14,44,34,54,32,14,16,62,12,66,57,9,37,46,43,59,19,58,35,35,5,62,60,44,32,57,38,11,50,50,86,63,33,51,37,54,60,46,61,42,21,48,30,17,33,42,18,63,48,68,48,100,4,23,40,13,67,44,40,10,8,67,28,20,12,68,18,37,38,46,30,19,12,61,13,59,38,32,49,37,6,39,35,78,49,26,97,30,41,29,67,60,21,76,76,19,73,24,59,28,29,42,17,58,29,10,16,16,55,33,18,29,45,27,30,41,18,26,61,53,44,27,32,95,18,30,25,39,38,31,60,49,9,15,56,44,73,22,16,73,35,22,5,41,21,42,44,55,83,38,43,24,73,34,50,50,7,41,53,57,51,20,23,27,39,29,23,32,27,44,12,36,36,23,64,27,15,6,61,37,45,51,53,41,20
2010-02-01,28,26,0,8,21,32,52,50,37,23,65,56,21,69,33,62,65,49,62,29,4,43,54,48,30,13,22,66,60,55,47,62,34,55,26,12,47,44,29,76,44,43,61,56,20,28,43,7,52,55,21,47,26,26,32,47,5,76,15,43,33,56,25,14,18,59,9,69,46,11,35,70,40,71,16,60,36,68,5,55,56,50,33,71,29,14,48,44,94,61,32,57,41,50,59,59,58,29,17,49,32,15,39,46,17,47,51,67,46,25,4,23,41,12,63,45,40,12,7,65,29,21,7,67,18,38,42,47,27,20,12,59,14,56,53,34,54,35,7,41,37,81,53,26,49,27,39,20,68,60,19,69,79,19,80,23,59,27,27,33,17,58,28,9,18,15,60,60,17,34,45,27,28,38,18,26,61,54,43,28,31,95,24,33,23,41,43,30,61,47,8,15,57,44,66,47,18,64,33,27,6,42,19,35,49,49,92,34,44,24,67,35,53,59,7,39,53,57,47,19,11,29,41,28,21,29,27,47,12,37,38,23,71,31,15,5,59,33,41,54,26,34,21
2010-03-01,31,33,0,9,19,40,50,51,38,26,65,58,22,62,32,59,65,52,63,29,4,38,57,45,36,10,24,79,70,66,48,65,30,66,29,11,47,39,30,74,48,43,61,53,23,27,59,7,51,40,20,45,29,29,34,51,6,78,15,42,33,57,25,16,19,60,10,67,39,14,36,93,45,74,19,64,36,43,5,56,57,44,32,70,27,15,52,45,96,61,33,50,40,51,68,44,57,30,17,49,32,15,34,46,15,47,52,65,44,14,5,25,42,18,61,44,43,9,8,67,30,21,8,64,18,36,40,47,26,21,12,58,16,54,41,32,57,33,6,39,41,79,53,24,50,32,37,23,70,62,22,68,80,17,80,24,57,31,27,33,18,59,35,10,18,15,63,39,20,27,45,27,27,44,19,28,66,55,46,30,32,96,22,37,19,40,42,32,59,46,9,15,56,49,79,22,18,58,35,23,6,43,18,39,52,47,87,23,43,25,69,35,46,51,7,51,55,59,48,19,12,26,39,29,24,31,28,55,11,38,40,24,63,30,17,7,61,39,39,50,27,34,23
2010-04-01,34,35,0,9,21,36,50,50,44,27,54,59,23,72,29,59,54,49,61,29,4,37,53,42,40,12,26,65,63,53,46,62,53,64,28,10,49,28,30,74,48,41,55,50,23,24,41,7,47,37,20,40,26,32,48,53,6,72,15,44,38,60,23,15,19,61,9,64,35,11,39,58,46,75,17,64,34,55,6,51,55,45,32,66,25,15,55,42,94,62,32,51,38,53,55,44,55,27,16,48,31,14,30,48,14,41,53,69,47,9,4,24,43,100,60,44,47,10,8,63,31,22,6,62,18,35,40,44,22,21,12,62,100,53,39,33,51,30,6,37,40,78,52,24,47,34,37,23,75,62,18,65,79,21,73,27,59,32,26,32,18,59,28,10,18,14,63,37,17,27,43,28,27,43,20,29,68,51,65,30,35,91,20,36,19,41,37,31,54,44,9,15,54,50,83,21,16,56,37,24,6,44,18,32,34,41,63,31,43,28,69,33,46,49,7,47,51,55,49,19,9,24,40,30,25,35,28,50,12,38,40,23,61,33,15,7,62,41,38,47,28,34,22
