date,death penalty,drug policy,incarcer,gun control,shooting,abortion,pro life,arts,civil rights,racism,economy,stock,taxes,recession,debt,budget,education,college,student debt,air quality,global warming,carbon dioxide,climate change,greenhouse,campaign finance reform,privatization,health insurance,medicaid,medicare,social security,welfare,defense spending,war,afghanistan,albania,algeria,america,andorra,angola,antigua,argentina,armenia,australia,austria,azerbaijan,bahamas,bahrain,bangladesh,barbados,belarus,belgium,belize,benin,bhutan,bissau,bolivia,bosnia,botswana,brazil,british,brunei,bulgaria,burkina,burma,burundi,cambodia,cameroon,canada,cape verde,central african republic,chad,chile,china,colombia,comoros,congo,costa rica,country debt,croatia,cuba
2017-05-01,20,26,11,6,22,33,39,35,39,28,57,33,36,14,46,59,38,49,57,5,16,54,44,47,4,12,54,79,53,44,58,37,46,20,26,8,36,23,27,62,27,62,42,40,31,23,45,15,46,48,16,42,33,59,32,50,5,60,12,30,35,47,30,13,18,82,10,41,58,20,32,48,41,50,15,61,29,40,8,53
2017-06-01,12,21,4,6,29,30,37,32,18,21,47,33,34,11,42,54,32,54,48,4,15,38,50,33,2,12,56,86,51,46,58,17,38,19,30,8,35,28,29,58,33,60,43,38,62,23,46,21,46,47,16,37,32,56,31,50,6,61,14,31,33,50,34,14,15,82,20,43,59,15,31,63,38,52,18,59,29,32,9,53
2017-07-01,12,21,6,3,22,30,36,30,13,17,47,32,33,9,43,56,32,47,61,7,11,28,28,27,1,8,55,82,52,46,54,16,45,16,29,7,35,30,26,60,24,58,42,44,27,23,45,14,47,37,16,39,38,64,34,48,5,62,11,35,36,54,26,12,18,82,10,44,67,12,34,50,42,48,14,55,32,28,10,48
2017-08-01,13,22,4,3,20,28,39,29,16,29,48,33,33,9,42,49,33,49,48,18,11,30,29,26,3,9,55,80,52,49,52,14,41,19,27,7,37,32,31,62,27,60,43,46,27,22,44,15,54,38,16,37,33,61,28,60,5,70,11,29,43,48,42,13,15,84,11,41,69,14,39,50,42,57,16,54,30,23,9,49
2017-09-01,16,23,4,4,22,29,39,30,20,27,57,32,34,11,45,48,36,55,49,24,15,51,44,35,3,10,54,73,56,45,56,19,40,17,25,8,36,29,28,85,30,69,50,43,29,34,42,14,61,45,16,36,32,58,28,67,5,60,12,30,49,42,32,60,18,83,16,40,92,14,30,49,41,60,15,65,33,30,7,73
2017-10-01,22,27,0,31,86,34,42,30,24,28,58,37,38,13,47,51,35,52,52,21,15,64,38,33,7,12,62,79,69,48,57,24,46,17,35,8,37,39,28,62,42,94,49,43,34,18,45,16,44,47,17,36,35,57,30,66,6,60,14,30,44,37,30,16,18,87,11,43,73,19,30,56,41,62,21,67,33,39,5,47
2017-11-01,23,24,0,18,44,31,46,30,24,27,59,38,37,13,46,54,35,55,56,7,15,64,43,31,9,12,71,81,64,45,57,23,47,17,21,10,36,31,29,62,30,62,48,41,28,20,46,15,48,40,18,38,34,58,32,51,6,68,13,29,38,35,36,15,19,91,11,48,62,19,29,48,42,53,14,61,33,34,5,47
2017-12-01,16,19,6,9,23,30,57,27,24,22,51,38,50,12,41,46,30,47,49,11,14,50,34,28,6,8,65,76,58,45,52,24,43,16,20,8,33,38,25,56,23,57,46,40,27,21,45,15,50,37,16,37,31,54,26,45,4,58,11,27,39,33,25,13,18,86,10,45,62,15,32,41,39,40,16,54,28,38,4,45
2018-01-01,15,24,0,6,25,34,53,40,27,25,58,44,77,11,45,52,35,50,54,5,16,51,35,31,5,9,64,86,58,54,59,20,40,20,22,8,34,34,27,62,23,60,48,42,24,28,46,15,62,38,16,49,34,58,31,51,6,66,11,30,42,42,27,13,16,93,11,43,87,17,29,44,39,46,18,60,33,33,6,55
2018-02-01,30,25,0,56,71,34,43,31,34,26,59,47,91,13,49,72,37,46,63,5,15,61,37,43,7,12,62,82,58,51,62,33,43,20,23,8,35,34,25,67,24,62,45,41,28,25,45,16,57,47,17,42,38,62,35,50,7,66,11,28,37,40,28,13,16,86,11,45,77,19,28,40,41,54,20,60,31,42,6,51
2018-03-01,25,25,3,48,35,34,45,30,33,27,58,40,70,13,45,52,36,47,58,5,14,60,36,41,6,14,64,80,55,50,57,30,50,20,24,9,36,30,27,67,35,61,48,41,29,25,45,24,55,40,17,43,38,65,34,56,5,66,14,29,36,41,40,13,19,84,11,43,75,22,29,47,43,58,31,59,30,36,7,52
2018-04-01,21,25,0,20,32,35,42,29,39,28,58,39,86,14,48,52,35,46,60,5,14,59,38,44,6,12,59,81,54,49,58,30,100,19,24,10,37,22,26,64,29,71,42,38,66,25,73,14,50,37,17,41,34,71,31,53,5,65,12,28,34,41,26,13,18,77,11,42,62,19,30,50,42,53,16,59,30,34,7,51
2018-05-01,20,24,3,15,39,45,45,31,38,29,58,37,37,13,47,53,37,50,55,7,14,56,36,53,5,10,53,77,52,45,56,22,95,19,27,8,42,22,26,67,33,72,43,42,34,23,44,15,50,42,19,38,35,71,30,50,6,72,14,29,37,46,28,13,21,79,11,40,56,22,28,49,41,61,23,70,29,41,8,61
2018-06-01,13,21,4,7,26,31,37,34,18,21,50,36,33,13,42,50,33,53,46,10,10,42,25,35,2,8,52,78,53,46,55,16,47,34,33,10,35,25,26,62,98,62,52,55,28,22,46,16,48,46,52,37,33,69,28,49,6,61,44,27,33,51,25,13,17,80,12,43,56,20,30,49,38,89,17,56,68,34,28,45
2018-07-01,12,18,3,6,26,33,40,28,12,19,49,38,33,11,42,49,32,47,47,15,10,33,23,30,2,8,56,80,56,47,55,40,43,16,35,7,35,30,29,64,32,65,44,44,29,26,46,18,48,46,100,42,34,65,29,46,8,59,39,35,37,55,25,12,15,85,11,43,59,14,31,43,39,74,18,56,29,31,100,47
2018-08-01,18,20,7,6,31,31,38,28,14,20,54,41,33,11,43,48,36,50,53,100,10,35,29,29,3,8,59,83,59,50,54,19,46,18,30,7,36,33,25,69,29,65,45,45,30,23,53,17,50,39,18,38,42,71,28,52,6,64,11,28,39,48,26,13,14,86,10,43,62,14,40,45,41,53,17,61,28,33,11,47
2018-09-01,15,21,0,8,26,33,41,30,20,22,62,43,34,16,45,48,38,56,52,10,11,56,32,31,3,9,56,75,58,44,56,15,40,50,29,8,35,30,27,68,31,63,42,40,33,20,45,30,49,40,18,37,38,75,38,50,6,65,13,29,37,44,29,13,16,85,10,41,64,15,35,44,43,54,27,60,27,36,9,47
2018-10-01,22,24,3,10,32,34,52,28,23,24,64,47,40,17,46,53,36,52,54,7,15,67,50,33,7,11,61,83,72,51,60,18,38,21,23,8,34,29,28,63,31,66,45,38,33,19,48,18,45,41,17,37,49,95,44,56,6,62,16,29,36,35,30,13,17,81,13,43,67,19,42,50,41,50,31,67,29,42,7,48
2018-11-01,20,21,3,15,37,33,52,28,23,26,61,41,36,16,44,49,34,52,52,82,15,63,49,33,9,10,65,80,70,47,57,23,41,20,24,9,34,32,27,66,31,61,50,39,33,21,49,19,48,39,17,38,37,79,34,49,6,65,13,28,36,34,28,13,16,85,14,47,63,19,37,44,42,47,19,66,30,39,7,51
2018-12-01,15,19,5,9,23,29,43,26,21,22,54,41,38,22,41,49,30,45,52,8,12,51,41,30,5,8,60,78,61,47,53,17,41,17,21,7,36,34,23,55,23,59,59,38,28,22,48,19,48,35,17,38,31,77,28,42,4,53,10,26,34,31,24,13,16,84,10,44,62,17,36,39,41,39,14,62,27,37,4,47
2019-01-01,18,20,5,8,24,64,59,28,26,22,58,43,76,18,49,51,45,51,56,9,16,56,40,33,4,9,65,91,66,57,60,16,38,19,22,8,32,37,27,64,24,62,63,44,26,30,55,17,64,40,16,48,37,77,32,48,4,60,11,29,38,38,38,13,17,85,11,44,85,17,37,43,40,47,17,72,29,37,6,60
2019-02-01,20,25,4,10,25,56,50,29,36,28,62,42,100,17,50,69,44,46,65,8,18,65,50,39,6,12,65,88,66,55,60,25,40,20,23,8,33,31,26,67,26,57,47,40,28,28,47,18,58,43,16,44,36,78,36,51,5,65,11,28,37,37,30,13,17,87,11,42,67,20,36,40,40,51,18,62,29,46,6,56
2019-03-01,24,23,3,12,42,41,47,29,32,27,61,42,73,20,47,54,41,49,58,9,16,64,59,42,5,11,64,87,64,53,56,23,40,21,25,11,34,36,27,69,33,68,56,47,36,26,74,18,55,48,17,42,42,80,47,51,6,71,12,28,65,40,28,13,20,83,11,41,68,26,37,47,41,52,25,67,28,39,6,52
2019-04-01,27,26,0,9,25,39,47,29,38,26,62,42,80,18,47,53,38,46,79,7,15,62,63,47,3,11,58,89,61,57,52,28,47,18,24,10,36,33,26,66,27,64,41,38,68,24,52,17,51,43,16,40,38,86,36,49,5,65,10,27,100,39,30,12,17,79,10,41,58,17,36,44,40,47,23,64,25,43,7,50
2019-05-01,23,22,3,9,29,98,81,33,36,23,59,43,37,16,45,51,38,48,69,9,18,60,65,54,4,9,55,78,57,51,53,23,45,23,27,8,40,25,27,70,27,66,44,41,60,24,44,25,47,52,17,36,51,88,32,49,5,64,11,27,40,46,38,12,16,79,10,40,53,17,37,47,42,52,23,61,25,37,8,50
2019-06-01,14,20,3,5,29,42,45,31,17,18,50,39,35,16,44,54,35,54,82,10,13,45,49,40,1,8,58,78,56,52,52,16,34,100,32,12,93,30,32,62,59,68,55,48,35,27,48,30,53,54,18,38,57,86,74,97,11,66,18,27,35,54,26,12,44,84,25,44,58,15,39,70,41,85,27,80,33,34,10,62
2019-07-01,15,18,7,4,24,32,39,28,13,21,51,39,34,17,45,66,33,47,68,9,12,34,42,31,1,9,60,82,62,55,56,16,31,23,31,28,52,33,28,63,44,68,46,43,30,25,47,31,54,43,16,36,100,83,55,48,6,62,18,34,41,54,26,11,16,82,16,44,57,14,37,63,38,52,21,70,27,33,10,47
2019-08-01,15,21,0,15,56,32,41,28,13,21,58,43,34,59,46,51,36,50,77,8,13,38,49,31,3,7,61,85,61,57,54,14,31,18,32,7,35,36,27,69,31,67,46,44,31,25,49,18,57,39,16,35,36,95,39,56,6,69,12,28,42,53,26,14,16,84,9,43,62,15,36,49,43,52,19,59,26,35,9,47
2019-09-01,17,22,3,12,27,33,50,29,19,22,69,38,36,32,48,53,40,57,68,9,17,62,100,36,3,9,69,93,70,53,59,13,36,28,38,8,33,54,29,68,36,89,46,46,39,100,49,21,52,46,18,36,43,100,48,54,6,71,12,30,41,51,29,15,19,81,10,42,66,14,35,50,44,57,25,58,27,36,7,48
2019-10-01,17,24,3,9,24,34,56,27,23,26,63,40,41,25,48,53,36,51,65,19,16,69,75,42,3,13,67,90,87,56,56,17,45,19,26,9,32,35,28,64,38,78,46,42,35,19,49,20,48,48,18,36,37,91,45,70,6,76,12,29,36,56,29,13,15,89,10,47,60,17,33,63,46,56,23,68,26,39,6,49
2019-11-01,18,24,6,10,29,31,54,28,22,24,60,41,37,21,47,50,36,52,66,25,15,66,70,41,4,12,68,81,79,51,57,19,38,64,59,9,31,62,27,67,37,84,58,40,37,20,50,100,52,51,18,37,44,97,61,100,8,86,15,28,49,37,35,13,21,88,10,46,59,19,34,51,43,57,45,64,27,41,5,49
2019-12-01,16,19,3,12,31,30,54,25,19,23,57,40,39,18,44,49,31,46,63,15,12,52,57,32,4,10,67,86,69,53,52,30,36,18,24,8,35,39,23,69,25,62,52,38,32,22,53,20,51,40,16,38,33,93,46,50,4,56,10,27,46,31,29,13,16,91,11,45,54,15,31,43,40,43,18,56,25,36,4,46
2020-01-01,15,21,3,10,23,34,65,28,25,21,60,47,79,16,49,55,51,50,77,24,15,59,69,36,3,9,69,100,75,61,57,17,48,21,26,8,31,39,28,68,25,65,100,42,30,26,51,24,62,41,16,45,36,79,54,50,5,66,10,29,37,40,27,14,16,89,9,44,84,14,31,45,61,50,21,56,30,36,6,57
2020-02-01,19,24,0,10,24,35,59,29,33,28,67,56,97,23,53,72,46,45,93,8,16,67,64,40,4,12,69,97,79,58,57,26,36,18,24,8,32,34,26,72,29,63,50,43,32,24,54,32,57,41,16,41,35,83,55,50,5,68,11,28,36,40,27,15,17,89,9,43,65,16,32,46,65,56,21,59,30,40,6,53
2020-03-01,17,19,4,7,18,35,44,22,26,23,73,100,75,100,51,48,41,40,100,10,12,64,49,54,3,8,60,78,61,56,73,19,40,23,25,8,35,28,29,61,38,59,65,46,28,20,52,26,50,73,18,36,37,71,44,53,5,63,13,27,37,38,33,10,21,77,9,53,45,17,29,53,100,69,15,58,27,56,5,62
2020-04-01,14,15,0,6,23,33,49,18,32,24,74,84,87,61,52,40,36,33,73,9,10,82,44,76,3,8,48,65,52,67,64,20,46,17,25,8,37,23,25,59,35,57,50,35,23,13,42,17,37,100,16,25,34,51,33,45,5,60,12,25,41,29,29,11,22,70,9,53,25,17,33,48,71,61,27,58,21,66,3,44
2020-05-01,15,16,0,9,25,31,54,19,37,26,70,79,57,42,50,42,37,36,66,6,11,100,43,100,1,6,48,66,52,53,55,25,50,16,22,7,35,23,26,61,32,56,47,34,22,13,39,17,39,88,15,24,34,50,33,52,5,56,12,26,35,30,25,14,18,71,9,52,23,15,32,47,56,64,36,55,21,59,4,42
