date_time,date_time,year,month,month_year,term_year_bush,SP 500,Approving,Disapproving,Unsure,death penalty,drug policy,incarcer,gun control,shooting,abortion,pro life,arts,civil rights,racism,economy,stock,taxes,recession,debt,budget,education,college,student debt,air quality,global warming,carbon dioxide,climate change,greenhouse,campaign finance reform,privatization,health insurance,medicaid,medicare,social security,welfare,defense spending,war,albania,algeria,america,andorra,angola,antigua,argentina,armenia,australia,austria,azerbaijan,bahamas,bahrain,bangladesh,barbados,belarus,belgium,belize,benin,bhutan,bissau,bolivia,bosnia,botswana,brazil,british,brunei,bulgaria,burkina,burma,burundi,cambodia,cameroon,canada,cape verde,central african republic,chad,chile,china,colombia,comoros,congo,costa rica,country debt,croatia,cuba,cyprus,czech,denmark,djibouti,dominica,east timor,ecuador,egypt,el salvador,emirate,england,eritrea,estonia,ethiopia,fiji,finland,france,gabon,gambia,georgia,germany,ghana,great britain,greece,grenada,grenadines,guatemala,guinea,guyana,haiti,herzegovina,honduras,hungary,iceland,in usa,india,indonesia,iran,iraq,ireland,israel,italy,ivory coast,jamaica,japan,jordan,kazakhstan,kenya,kiribati,korea,kosovo,kuwait,kyrgyzstan,laos,latvia,lebanon,lesotho,liberia,libya,liechtenstein,lithuania,luxembourg,macedonia,madagascar,malawi,malaysia,maldives,mali,malta,marshall,mauritania,mauritius,mexico,micronesia,moldova,monaco,mongolia,montenegro,morocco,mozambique,myanmar,namibia,nauru,nepal,netherlands,new zealand,nicaragua,niger,nigeria,norway,oman,pakistan,palau,panama,papua,paraguay,peru,philippines,poland,portugal,qatar,romania,russia,rwanda,samoa,san marino,sao tome,saudi arabia,scotland,scottish,senegal,serbia,seychelles,sierra leone,singapore,slovakia,slovenia,solomon,somalia,south africa,south sudan,spain,sri lanka,st. kitts,st. lucia,st kitts,st lucia,saint kitts,santa lucia,sudan,suriname,swaziland,sweden,switzerland,syria,taiwan,tajikistan,tanzania,thailand,tobago,togo,tonga,trinidad,tunisia,turkey,turkmenistan,tuvalu,uganda,ukraine,united kingdom,united states,uruguay,usa,uzbekistan,vanuatu,vatican,venezuela,vietnam,wales,welsh,yemen,zambia,zimbabwe,alabama,alaska,arizona,arkansas,california,colorado,connecticut,delaware,district of columbia,florida,hawaii,idaho,illinois,indiana,iowa,kansas,kentucky,louisiana,maine,maryland,massachusetts,michigan,minnesota,mississippi,missouri,montana,nebraska,nevada,new hampshire,new jersey,new mexico,new york,north carolina,north dakota,ohio,oklahoma,oregon,pennsylvania,rhode island,south carolina,south dakota,tennessee,texas,utah,vermont,virginia,washington,west virginia,wisconsin,wyoming
2004-01-02,2004-01-02,2004,1,2004-01,3,,60.0,35.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-09,2004-01-09,2004,1,2004-01,3,,58.0,37.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-12,2004-01-12,2004,1,2004-01,3,,53.0,43.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-29,2004-01-29,2004,1,2004-01,3,,51.0,46.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-01,2004-02-01,2004,2,2004-02,3,1144.939941,,,,95.0,84.0,0.0,30.0,18.0,77.0,50.0,99.0,98.0,52.0,95.0,30.0,86.0,6.0,61.0,84.0,99.0,89.0,63.0,9.0,31.0,91.0,31.0,51.0,64.0,66.0,96.0,65.0,57.0,79.0,100.0,98.0,81.0,19.0,13.0,50.0,88.0,29.0,94.0,30.0,40.0,78.0,91.0,31.0,41.0,35.0,5.0,91.0,57.0,38.0,91.0,39.0,35.0,28.0,72.0,12.0,100.0,23.0,95.0,41.0,66.0,31.0,25.0,20.0,74.0,13.0,94.0,29.0,34.0,61.0,42.0,57.0,51.0,28.0,93.0,35.0,14.0,8.0,97.0,70.0,81.0,54.0,89.0,45.0,46.0,48.0,56.0,72.0,75.0,71.0,75.0,71.0,72.0,82.0,90.0,60.0,34.0,27.0,96.0,57.0,13.0,100.0,67.0,26.0,83.0,42.0,87.0,69.0,7.0,5.0,21.0,65.0,18.0,67.0,40.0,24.0,15.0,21.0,94.0,46.0,42.0,11.0,76.0,30.0,64.0,43.0,58.0,47.0,27.0,14.0,55.0,22.0,67.0,78.0,27.0,52.0,60.0,8.0,73.0,62.0,100.0,66.0,19.0,60.0,23.0,55.0,21.0,74.0,100.0,37.0,73.0,75.0,28.0,41.0,29.0,78.0,23.0,47.0,50.0,12.0,77.0,60.0,12.0,37.0,37.0,65.0,52.0,17.0,43.0,32.0,24.0,42.0,36.0,25.0,19.0,71.0,50.0,75.0,29.0,14.0,85.0,31.0,35.0,26.0,36.0,89.0,32.0,95.0,90.0,10.0,12.0,72.0,60.0,79.0,27.0,26.0,100.0,45.0,30.0,5.0,85.0,20.0,92.0,78.0,66.0,85.0,57.0,33.0,32.0,74.0,59.0,85.0,94.0,7.0,86.0,76.0,62.0,59.0,29.0,12.0,39.0,41.0,27.0,22.0,50.0,100.0,55.0,15.0,93.0,100.0,15.0,79.0,50.0,22.0,13.0,46.0,59.0,71.0,96.0,26.0,40.0,31.0,78.0,95.0,94.0,88.0,100.0,93.0,56.0,91.0,78.0,93.0,100.0,87.0,100.0,54.0,52.0,96.0,75.0,50.0,78.0,95.0,99.0,95.0,91.0,70.0,97.0,37.0,90.0,75.0,61.0,87.0,100.0,96.0,93.0,98.0,89.0,72.0,89.0,97.0,86.0,100.0,87.0,94.0,92.0,98.0,99.0,73.0,99.0,82.0,94.0,89.0
2004-02-06,2004-02-06,2004,2,2004-02,3,,51.0,44.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-09,2004-02-09,2004,2,2004-02,3,,51.0,45.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-16,2004-02-16,2004,2,2004-02,3,,52.0,45.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-01,2004-03-01,2004,3,2004-03,3,1126.209961,,,,94.0,65.0,0.0,34.0,16.0,79.0,45.0,97.0,87.0,61.0,100.0,29.0,75.0,9.0,56.0,96.0,100.0,94.0,14.0,7.0,33.0,93.0,23.0,50.0,100.0,100.0,85.0,62.0,64.0,82.0,98.0,54.0,85.0,21.0,15.0,56.0,73.0,27.0,100.0,33.0,37.0,78.0,83.0,30.0,40.0,47.0,5.0,85.0,55.0,38.0,83.0,38.0,32.0,30.0,89.0,10.0,95.0,23.0,94.0,32.0,69.0,29.0,22.0,16.0,79.0,14.0,96.0,28.0,100.0,53.0,56.0,59.0,55.0,28.0,87.0,33.0,23.0,9.0,93.0,73.0,84.0,53.0,91.0,41.0,39.0,50.0,57.0,79.0,68.0,69.0,70.0,86.0,78.0,79.0,88.0,63.0,40.0,26.0,95.0,59.0,13.0,88.0,71.0,25.0,76.0,46.0,93.0,72.0,7.0,4.0,21.0,71.0,20.0,67.0,42.0,24.0,13.0,25.0,100.0,46.0,42.0,13.0,79.0,30.0,52.0,48.0,57.0,37.0,25.0,27.0,61.0,31.0,71.0,65.0,29.0,62.0,56.0,8.0,66.0,71.0,95.0,62.0,19.0,57.0,24.0,48.0,20.0,82.0,93.0,32.0,70.0,76.0,38.0,47.0,34.0,89.0,28.0,41.0,47.0,12.0,77.0,57.0,13.0,37.0,34.0,72.0,45.0,16.0,42.0,39.0,42.0,41.0,38.0,23.0,20.0,77.0,46.0,79.0,32.0,16.0,95.0,31.0,38.0,26.0,49.0,68.0,37.0,96.0,90.0,9.0,15.0,77.0,62.0,74.0,30.0,28.0,83.0,45.0,30.0,4.0,100.0,19.0,64.0,98.0,82.0,71.0,31.0,30.0,35.0,76.0,55.0,80.0,96.0,8.0,100.0,74.0,69.0,56.0,21.0,11.0,45.0,36.0,21.0,24.0,58.0,32.0,46.0,15.0,98.0,99.0,16.0,80.0,56.0,19.0,10.0,49.0,100.0,70.0,85.0,31.0,54.0,34.0,79.0,93.0,95.0,85.0,99.0,91.0,58.0,94.0,100.0,89.0,96.0,83.0,100.0,52.0,50.0,94.0,82.0,50.0,80.0,97.0,99.0,91.0,95.0,64.0,94.0,36.0,86.0,75.0,61.0,93.0,95.0,96.0,91.0,96.0,89.0,72.0,88.0,96.0,88.0,97.0,90.0,94.0,95.0,93.0,84.0,70.0,94.0,90.0,93.0,79.0
2004-03-05,2004-03-05,2004,3,2004-03,3,,50.0,46.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-08,2004-03-08,2004,3,2004-03,3,,51.0,45.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-26,2004-03-26,2004,3,2004-03,3,,54.0,43.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-01,2004-04-01,2004,4,2004-04,3,1107.300049,,,,95.0,71.0,0.0,35.0,17.0,92.0,42.0,96.0,90.0,63.0,98.0,29.0,86.0,9.0,57.0,80.0,98.0,91.0,28.0,10.0,29.0,76.0,23.0,54.0,61.0,87.0,88.0,62.0,54.0,75.0,100.0,95.0,91.0,22.0,15.0,58.0,56.0,24.0,93.0,34.0,41.0,71.0,85.0,24.0,35.0,49.0,5.0,79.0,54.0,39.0,76.0,29.0,32.0,39.0,87.0,12.0,96.0,24.0,89.0,33.0,73.0,28.0,23.0,22.0,87.0,14.0,92.0,30.0,16.0,53.0,57.0,61.0,51.0,27.0,80.0,31.0,18.0,10.0,92.0,100.0,87.0,58.0,91.0,38.0,51.0,51.0,54.0,70.0,80.0,67.0,74.0,92.0,71.0,78.0,82.0,60.0,30.0,22.0,99.0,57.0,12.0,77.0,70.0,25.0,86.0,42.0,91.0,76.0,3.0,5.0,21.0,76.0,19.0,65.0,38.0,25.0,14.0,48.0,91.0,49.0,44.0,12.0,76.0,30.0,50.0,44.0,53.0,32.0,30.0,19.0,56.0,29.0,73.0,72.0,29.0,67.0,54.0,10.0,77.0,85.0,87.0,68.0,17.0,62.0,23.0,46.0,20.0,83.0,93.0,29.0,74.0,69.0,43.0,42.0,45.0,91.0,30.0,39.0,46.0,12.0,71.0,100.0,12.0,36.0,33.0,64.0,48.0,17.0,43.0,37.0,28.0,42.0,37.0,22.0,21.0,82.0,40.0,78.0,32.0,13.0,85.0,32.0,73.0,20.0,60.0,100.0,35.0,89.0,84.0,10.0,13.0,67.0,55.0,73.0,32.0,30.0,83.0,50.0,30.0,1.0,84.0,21.0,70.0,73.0,55.0,66.0,37.0,33.0,39.0,73.0,42.0,83.0,83.0,9.0,83.0,65.0,77.0,56.0,21.0,12.0,50.0,41.0,23.0,27.0,54.0,44.0,49.0,17.0,86.0,98.0,15.0,80.0,73.0,20.0,12.0,41.0,96.0,67.0,81.0,31.0,44.0,31.0,80.0,94.0,94.0,100.0,100.0,96.0,57.0,90.0,71.0,85.0,93.0,86.0,98.0,57.0,52.0,99.0,97.0,50.0,80.0,98.0,100.0,91.0,99.0,64.0,100.0,37.0,92.0,69.0,62.0,92.0,98.0,100.0,94.0,100.0,90.0,78.0,90.0,100.0,91.0,93.0,93.0,95.0,97.0,94.0,79.0,75.0,98.0,90.0,93.0,90.0
2004-04-05,2004-04-05,2004,4,2004-04,3,,51.0,45.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-16,2004-04-16,2004,4,2004-04,3,,51.0,44.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-01,2004-05-01,2004,5,2004-05,3,1120.680054,,,,83.0,71.0,0.0,28.0,17.0,77.0,36.0,91.0,100.0,54.0,96.0,25.0,38.0,7.0,54.0,85.0,95.0,88.0,37.0,8.0,35.0,64.0,25.0,52.0,53.0,70.0,86.0,59.0,68.0,69.0,90.0,45.0,98.0,19.0,14.0,54.0,48.0,24.0,88.0,36.0,35.0,80.0,85.0,32.0,37.0,31.0,5.0,72.0,65.0,38.0,72.0,35.0,35.0,32.0,89.0,13.0,80.0,24.0,91.0,30.0,78.0,27.0,24.0,17.0,83.0,14.0,90.0,29.0,22.0,53.0,57.0,60.0,54.0,33.0,83.0,31.0,16.0,12.0,97.0,85.0,91.0,69.0,82.0,34.0,48.0,55.0,53.0,79.0,80.0,74.0,82.0,100.0,73.0,80.0,87.0,62.0,35.0,22.0,90.0,57.0,12.0,76.0,84.0,28.0,57.0,43.0,95.0,71.0,3.0,5.0,23.0,75.0,21.0,63.0,41.0,25.0,15.0,100.0,89.0,47.0,45.0,11.0,74.0,29.0,51.0,48.0,55.0,27.0,26.0,17.0,57.0,20.0,75.0,89.0,33.0,51.0,45.0,8.0,67.0,73.0,96.0,68.0,16.0,64.0,23.0,43.0,22.0,100.0,87.0,30.0,69.0,73.0,44.0,51.0,62.0,96.0,36.0,38.0,50.0,12.0,71.0,79.0,11.0,33.0,35.0,68.0,50.0,16.0,45.0,36.0,24.0,41.0,40.0,24.0,22.0,86.0,43.0,84.0,37.0,14.0,86.0,31.0,43.0,25.0,38.0,81.0,41.0,92.0,85.0,9.0,14.0,61.0,46.0,73.0,30.0,36.0,74.0,51.0,30.0,4.0,89.0,16.0,75.0,71.0,55.0,62.0,26.0,28.0,41.0,80.0,40.0,90.0,94.0,8.0,83.0,80.0,76.0,56.0,23.0,12.0,50.0,37.0,22.0,28.0,60.0,55.0,46.0,18.0,92.0,89.0,16.0,77.0,45.0,31.0,12.0,52.0,97.0,66.0,77.0,28.0,41.0,29.0,74.0,94.0,84.0,89.0,93.0,89.0,56.0,91.0,71.0,79.0,88.0,90.0,88.0,54.0,50.0,91.0,88.0,48.0,82.0,95.0,93.0,90.0,92.0,60.0,91.0,35.0,89.0,65.0,61.0,89.0,95.0,95.0,88.0,89.0,87.0,70.0,92.0,88.0,92.0,92.0,88.0,89.0,91.0,90.0,82.0,70.0,98.0,81.0,88.0,86.0
2004-05-02,2004-05-02,2004,5,2004-05,3,,48.0,48.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-07,2004-05-07,2004,5,2004-05,3,,46.0,50.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-21,2004-05-21,2004,5,2004-05,3,,46.0,48.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-01,2004-06-01,2004,6,2004-06,3,1140.839966,,,,40.0,58.0,0.0,14.0,15.0,51.0,22.0,88.0,45.0,33.0,70.0,24.0,38.0,8.0,54.0,86.0,92.0,86.0,35.0,7.0,25.0,53.0,17.0,42.0,24.0,59.0,94.0,65.0,61.0,76.0,80.0,100.0,62.0,19.0,9.0,52.0,57.0,24.0,82.0,35.0,36.0,77.0,94.0,25.0,31.0,31.0,5.0,69.0,58.0,38.0,65.0,29.0,32.0,23.0,88.0,10.0,75.0,23.0,88.0,29.0,99.0,26.0,19.0,16.0,67.0,13.0,95.0,44.0,11.0,47.0,59.0,54.0,45.0,27.0,74.0,30.0,20.0,16.0,80.0,79.0,96.0,59.0,79.0,37.0,38.0,55.0,40.0,73.0,75.0,83.0,57.0,82.0,54.0,82.0,82.0,66.0,32.0,24.0,92.0,54.0,13.0,69.0,78.0,31.0,68.0,37.0,83.0,61.0,2.0,5.0,19.0,66.0,20.0,61.0,39.0,23.0,14.0,32.0,88.0,41.0,42.0,7.0,68.0,28.0,44.0,44.0,49.0,34.0,25.0,15.0,53.0,22.0,60.0,100.0,32.0,40.0,35.0,8.0,73.0,71.0,97.0,51.0,13.0,55.0,23.0,47.0,16.0,92.0,97.0,29.0,67.0,66.0,36.0,42.0,33.0,80.0,41.0,30.0,46.0,12.0,75.0,51.0,11.0,37.0,33.0,65.0,41.0,16.0,44.0,32.0,24.0,40.0,38.0,18.0,23.0,91.0,42.0,76.0,58.0,14.0,79.0,28.0,28.0,25.0,38.0,74.0,48.0,91.0,81.0,9.0,12.0,65.0,66.0,76.0,27.0,34.0,68.0,35.0,27.0,4.0,81.0,16.0,65.0,68.0,44.0,67.0,52.0,30.0,41.0,82.0,36.0,92.0,99.0,7.0,75.0,49.0,73.0,57.0,21.0,11.0,42.0,37.0,24.0,26.0,26.0,51.0,43.0,16.0,90.0,82.0,20.0,78.0,43.0,25.0,10.0,50.0,69.0,67.0,84.0,23.0,38.0,25.0,79.0,99.0,87.0,94.0,94.0,95.0,58.0,95.0,79.0,82.0,84.0,92.0,96.0,56.0,50.0,93.0,73.0,45.0,91.0,98.0,98.0,94.0,94.0,63.0,91.0,35.0,81.0,81.0,66.0,97.0,96.0,95.0,91.0,83.0,91.0,70.0,92.0,90.0,94.0,93.0,100.0,89.0,98.0,92.0,84.0,72.0,92.0,83.0,92.0,86.0
2004-06-03,2004-06-03,2004,6,2004-06,3,,48.0,49.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-09,2004-06-09,2004,6,2004-06,3,,52.0,44.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-21,2004-06-21,2004,6,2004-06,3,,47.0,48.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
