Date,date_time,year,month,month_year,term_year_bush,death penalty,drug policy,incarcer,gun control,shooting,abortion,pro life,arts,civil rights,racism,economy,stock,taxes,recession,debt,budget,education,college,student debt,air quality,global warming,carbon dioxide,climate change,greenhouse,campaign finance reform,privatization,health insurance,medicaid,medicare,social security,welfare,defense spending,war,afghanistan,albania,algeria,america,andorra,angola,antigua,argentina,armenia,australia,austria,azerbaijan,bahamas,bahrain,bangladesh,barbados,belarus,belgium,belize,benin,bhutan,bissau,bolivia,bosnia,botswana,brazil,british,brunei,bulgaria,burkina,burma,burundi,cambodia,cameroon,canada,cape verde,central african republic,chad,chile,china,colombia,comoros,congo,costa rica,country debt,croatia,cuba,cyprus,czech,denmark,djibouti,dominica,east timor,ecuador,egypt,el salvador,emirate,england,eritrea,estonia,ethiopia,fiji,finland,france,gabon,gambia,georgia,germany,ghana,great britain,greece,grenada,grenadines,guatemala,guinea,guyana,haiti,herzegovina,honduras,hungary,iceland,in usa,india,indonesia,iran,iraq,ireland,israel,italy,ivory coast,jamaica,japan,jordan,kazakhstan,kenya,kiribati,korea,kosovo,kuwait,kyrgyzstan,laos,latvia,lebanon,lesotho,liberia,libya,liechtenstein,lithuania,luxembourg,macedonia,madagascar,malawi,malaysia,maldives,mali,malta,marshall,mauritania,mauritius,mexico,micronesia,moldova,monaco,mongolia,montenegro,morocco,mozambique,myanmar,namibia,nauru,nepal,netherlands,new zealand,nicaragua,niger,nigeria,norway,oman,pakistan,palau,panama,papua,paraguay,peru,philippines,poland,portugal,qatar,romania,russia,rwanda,samoa,san marino,sao tome,saudi arabia,scotland,scottish,senegal,serbia,seychelles,sierra leone,singapore,slovakia,slovenia,solomon,somalia,south africa,south sudan,spain,sri lanka,st. kitts,st. lucia,st kitts,st lucia,saint kitts,santa lucia,sudan,suriname,swaziland,sweden,switzerland,syria,taiwan,tajikistan,tanzania,thailand,tobago,togo,tonga,trinidad,tunisia,turkey,turkmenistan,tuvalu,uganda,ukraine,united kingdom,united states,uruguay,usa,uzbekistan,vanuatu,vatican,venezuela,vietnam,wales,welsh,yemen,zambia,zimbabwe,alabama,alaska,arizona,arkansas,california,colorado,connecticut,delaware,district of columbia,florida,hawaii,idaho,illinois,indiana,iowa,kansas,kentucky,louisiana,maine,maryland,massachusetts,michigan,minnesota,mississippi,missouri,montana,nebraska,nevada,new hampshire,new jersey,new mexico,new york,north carolina,north dakota,ohio,oklahoma,oregon,pennsylvania,rhode island,south carolina,south dakota,tennessee,texas,utah,vermont,virginia,washington,west virginia,wisconsin,wyoming
2016-05-01,2016-05-01,2016,5,2016-05,15,19,26,4,10,22,35,37,38,39,26,57,27,33,14,43,54,38,50,56,5,17,51,38,46,8,13,47,65,47,41,58,27,77,17,25,9,59,22,31,64,27,73,44,43,39,21,42,13,42,52,18,37,36,53,36,49,6,63,14,29,36,44,29,14,23,81,11,41,47,17,29,47,38,56,15,70,30,37,7,53,43,79,34,65,25,9,57,46,75,52,30,62,43,67,61,36,31,34,16,42,29,24,23,37,16,33,51,78,59,2,6,27,37,22,53,52,74,9,4,46,24,21,6,58,21,55,41,80,26,41,11,72,14,55,38,35,67,33,5,35,39,70,46,18,73,37,53,27,77,48,18,69,50,16,53,41,52,31,26,30,49,56,63,17,18,10,65,52,35,29,57,37,21,59,41,28,53,74,44,24,44,54,25,31,18,37,53,42,41,38,8,14,45,33,77,19,16,47,32,26,36,41,29,12,13,43,56,36,47,28,70,44,47,48,15,43,44,84,43,16,10,27,40,13,25,35,21,65,16,31,27,19,52,32,13,6,60,36,35,36,22,69,34,51,49,32,62,35,48,14,51,15,42,45,63,35,49,34,52,79,29,56,31,22,41,25,33,44,28,51,31,17,25,39,33,33,42,71,49,49,24,28,41,38,49,54,65,24,27,35,49,31,57
2016-06-01,2016-06-01,2016,6,2016-06,15,13,23,4,41,64,33,35,33,19,25,53,29,30,14,41,53,33,53,50,5,13,35,28,30,4,11,49,71,51,44,56,17,48,17,100,8,100,29,31,59,55,70,44,66,57,22,43,13,45,51,33,40,37,47,38,71,6,69,19,35,39,51,29,14,21,84,10,41,53,17,42,88,37,85,21,64,36,32,18,45,44,100,33,81,25,7,73,34,67,54,63,73,57,70,65,38,40,37,15,43,40,25,52,40,16,32,50,74,58,4,5,24,100,71,58,54,67,8,3,69,23,30,7,74,20,57,43,88,26,41,10,72,16,54,37,36,94,36,5,37,41,71,49,19,80,37,49,26,74,45,19,68,65,15,55,24,52,35,25,32,51,65,46,17,19,11,69,67,36,32,57,38,21,66,39,42,78,68,100,56,44,96,35,27,18,39,49,43,48,37,7,15,52,32,80,100,19,45,31,24,38,57,29,16,14,55,62,44,48,27,75,57,68,73,15,43,49,87,44,13,10,26,38,13,31,32,19,62,30,45,24,31,65,32,13,5,69,31,100,45,21,71,54,51,52,33,62,40,53,14,51,35,48,44,68,36,42,36,50,37,28,60,31,22,45,25,32,45,30,50,30,18,27,39,32,33,42,74,40,48,25,30,41,43,49,54,67,25,28,33,45,32,61
2016-07-01,2016-07-01,2016,7,2016-07,15,14,19,0,14,59,32,37,29,15,28,47,28,30,10,40,48,30,45,50,5,10,26,24,25,5,7,48,67,48,43,53,17,42,18,27,8,41,30,31,60,29,66,43,47,25,23,45,17,47,43,25,38,42,44,34,48,5,62,14,35,36,51,26,14,21,80,9,45,60,10,30,45,40,56,14,60,29,28,9,48,45,79,30,53,26,10,51,30,68,53,27,58,43,67,62,34,58,35,14,44,50,25,21,38,18,32,51,72,58,2,4,24,39,50,56,57,72,8,4,46,23,28,5,59,21,55,37,81,27,49,9,73,15,53,34,37,70,32,4,31,36,66,43,18,72,37,53,27,77,55,15,69,47,21,51,42,60,36,25,32,52,60,30,17,16,11,63,50,34,31,57,45,21,55,38,24,57,75,55,73,42,51,23,25,17,35,53,52,43,37,8,15,48,27,81,16,19,46,27,23,84,37,29,15,13,52,61,36,49,40,69,45,43,47,16,49,41,85,45,14,9,24,38,16,46,30,20,60,12,30,23,20,58,27,13,5,57,31,100,45,19,64,39,55,54,32,63,36,55,14,55,15,44,45,70,36,45,38,53,40,34,66,32,22,48,32,33,45,31,48,30,20,29,37,33,34,41,77,37,51,26,32,41,43,51,54,70,27,27,34,35,36,66
2016-08-01,2016-08-01,2016,8,2016-08,15,13,22,9,8,26,30,36,30,14,20,48,27,33,10,41,47,35,50,52,5,11,29,27,24,5,9,51,77,51,47,57,15,41,17,27,9,38,28,33,62,32,64,47,45,33,23,49,14,48,54,17,48,39,50,30,57,5,75,30,30,40,47,30,14,25,82,9,43,68,14,42,46,41,63,30,63,28,24,9,53,45,81,37,76,26,9,49,31,69,61,28,57,44,84,100,34,29,81,15,44,31,26,57,35,22,37,52,74,58,2,5,38,38,25,61,68,87,11,4,47,23,27,6,70,21,57,46,85,100,50,12,73,18,57,36,35,78,34,4,37,53,62,48,18,70,39,52,28,76,49,19,74,54,26,51,35,66,41,24,32,55,66,94,18,19,12,67,51,41,31,62,55,24,50,46,27,54,73,43,26,46,53,25,26,20,35,61,44,40,33,8,35,51,30,84,16,18,42,28,27,57,38,32,13,12,49,61,51,50,33,72,49,50,47,20,43,50,88,48,15,10,71,38,13,23,35,48,61,15,30,26,19,73,51,15,5,59,31,33,31,25,100,36,55,52,33,66,33,52,14,54,15,42,47,70,36,43,39,53,35,41,68,31,23,48,28,34,46,31,49,30,19,25,38,34,32,43,76,38,49,25,30,41,41,52,52,68,27,26,34,34,35,63
2016-09-01,2016-09-01,2016,9,2016-09,15,17,26,4,11,34,32,40,33,22,27,59,27,34,16,45,46,39,59,52,4,13,51,35,28,5,10,50,74,53,44,63,24,46,20,25,8,41,25,29,66,28,60,43,38,27,20,45,13,47,45,16,36,35,51,29,61,5,69,13,30,36,38,28,14,20,79,9,40,62,17,32,45,39,62,30,70,28,34,6,52,44,82,30,57,26,8,55,30,81,52,30,53,39,73,59,38,27,100,14,51,27,25,24,33,16,47,52,76,52,2,4,30,33,27,57,58,83,8,4,45,24,20,6,54,20,50,44,84,27,47,11,69,16,74,31,33,96,35,4,56,34,70,60,17,67,37,49,26,73,56,17,71,56,15,56,29,54,29,25,31,49,63,36,18,17,13,66,49,33,26,61,52,20,48,43,32,58,69,44,22,43,51,25,27,16,47,61,46,39,34,7,13,53,33,79,24,15,45,27,23,44,38,28,13,12,40,56,33,48,29,65,49,43,43,21,46,46,97,43,16,10,25,40,11,22,38,18,61,12,29,29,23,56,53,14,5,56,32,32,33,24,74,32,81,49,36,78,33,52,14,52,15,45,45,63,37,40,44,52,40,29,58,31,23,54,32,37,46,28,66,29,18,27,38,39,36,58,81,51,51,25,30,51,40,70,57,70,26,28,36,36,36,66
2016-10-01,2016-10-01,2016,10,2016-10,15,21,25,4,14,22,49,60,30,23,27,60,27,39,16,46,47,36,53,56,4,15,60,40,29,10,11,56,72,62,45,59,24,47,19,27,10,39,34,30,63,29,92,43,40,28,24,44,17,44,44,16,34,36,52,30,60,6,62,12,30,36,37,32,13,20,83,11,40,64,18,43,50,40,59,16,69,28,42,4,60,39,78,33,60,27,8,58,30,65,53,31,53,41,71,58,34,26,48,16,52,28,24,21,29,16,34,47,70,53,8,4,23,33,27,52,61,80,9,5,42,23,20,6,59,21,49,39,83,32,45,11,70,13,58,33,33,64,35,4,38,44,70,74,17,75,37,47,28,78,49,16,67,52,15,59,25,51,29,26,29,46,61,43,15,16,18,61,49,35,25,60,50,20,48,45,33,58,67,46,21,45,51,36,28,15,44,54,45,39,35,8,13,53,30,75,17,19,45,28,23,42,33,28,13,12,41,56,40,46,28,67,49,40,45,25,41,46,88,49,12,10,22,35,12,29,32,19,63,12,27,30,23,54,34,12,5,59,32,32,34,42,66,29,75,48,36,75,33,50,13,47,15,51,43,61,36,41,38,50,37,28,54,30,23,56,30,35,44,26,63,32,17,24,38,35,36,55,82,42,49,26,26,52,37,69,55,69,27,27,38,39,36,60
2016-11-01,2016-11-01,2016,11,2016-11,15,26,25,4,14,26,45,66,29,28,40,66,35,35,18,47,48,36,58,64,7,21,61,60,29,13,16,65,76,65,43,66,28,47,18,22,12,44,31,28,60,35,62,45,41,27,18,46,13,48,47,16,38,34,47,35,55,5,62,17,29,36,38,29,15,20,85,11,47,63,16,62,52,41,61,20,64,31,47,4,71,35,76,32,60,25,7,53,32,67,56,41,55,40,62,59,34,27,37,20,45,30,25,23,28,16,36,45,75,55,3,4,24,33,25,65,61,85,8,4,49,32,17,8,51,22,57,41,83,48,44,9,74,13,61,35,33,74,36,4,76,34,69,57,17,69,38,44,28,64,51,17,65,58,16,64,27,54,26,26,34,58,60,39,18,17,17,69,46,37,26,65,44,21,50,44,33,64,65,48,19,46,54,28,29,21,59,53,42,43,36,8,14,47,31,77,15,16,47,31,26,38,33,29,13,12,47,55,36,51,27,67,47,41,42,20,42,45,87,47,14,10,26,36,12,93,33,21,63,12,32,60,24,100,36,13,5,66,34,34,35,24,60,33,77,50,37,69,38,49,13,46,22,44,41,58,35,40,41,50,41,29,55,30,26,68,31,34,46,27,67,39,23,23,36,38,36,65,88,45,46,32,26,43,38,62,53,67,27,26,38,42,36,61
2016-12-01,2016-12-01,2016,12,2016-12,15,19,23,8,8,23,34,47,27,22,24,54,31,35,13,40,44,30,48,57,4,16,48,42,26,8,13,60,71,53,44,56,28,46,17,19,9,40,29,26,52,23,58,40,40,25,20,46,15,46,33,15,38,33,48,29,43,4,53,12,26,34,32,25,15,19,85,11,45,63,13,52,43,40,42,12,65,28,35,4,57,33,75,28,63,24,6,42,29,58,53,33,50,33,64,59,37,25,38,45,40,30,29,20,26,15,32,38,73,51,2,3,18,29,27,51,60,89,8,3,38,29,17,6,50,20,64,37,77,35,44,8,76,14,56,31,35,59,33,4,28,30,63,44,17,60,37,43,28,63,50,14,65,45,15,51,27,51,23,24,30,57,53,31,17,15,12,51,44,34,26,63,43,26,42,43,21,48,62,38,17,47,52,31,26,16,29,66,43,33,34,8,10,45,28,76,13,12,54,29,19,36,29,28,12,14,48,59,31,81,26,63,42,39,39,30,53,45,80,58,11,9,21,33,13,44,34,18,60,11,30,25,17,50,31,13,5,63,38,26,33,27,52,25,69,49,32,61,32,47,13,44,15,41,45,60,32,40,35,51,39,28,52,28,21,47,28,30,40,27,51,32,15,22,36,34,31,63,71,38,44,25,24,38,35,55,48,62,25,23,36,35,34,61
2017-01-01,2017-01-01,2017,1,2017-01,16,21,22,7,7,32,55,100,31,33,25,58,31,71,13,48,51,36,51,57,5,17,52,47,29,7,12,66,90,59,52,62,32,44,17,21,11,36,34,27,59,21,59,48,38,23,25,46,14,58,38,15,48,33,48,65,45,4,66,12,30,36,39,46,15,20,88,14,43,89,14,38,46,40,48,17,81,32,36,6,60,42,78,30,66,28,7,50,32,66,60,43,54,35,65,62,37,29,90,100,44,26,28,24,33,19,42,48,79,54,2,4,23,31,29,57,62,75,9,4,45,26,20,13,58,19,53,37,84,29,43,11,73,19,64,30,34,65,40,4,31,34,71,43,17,64,36,56,33,71,49,17,79,55,14,52,29,52,26,32,30,49,68,34,17,20,12,62,46,34,28,65,43,20,47,39,23,46,65,42,21,53,51,28,28,18,31,68,45,40,40,15,13,59,33,73,14,16,49,33,24,37,37,31,17,16,62,75,56,49,28,77,46,42,43,16,42,46,82,50,13,17,22,37,16,26,35,19,69,11,31,33,19,57,32,14,5,56,31,33,37,30,53,35,86,55,34,63,37,48,13,45,16,47,48,61,35,40,37,57,39,29,52,29,22,44,26,33,43,26,48,35,16,22,38,34,31,43,73,39,46,24,25,42,36,48,50,65,25,24,42,32,31,59
2017-02-01,2017-02-01,2017,2,2017-02,16,22,27,4,9,24,40,48,31,38,30,60,34,86,14,49,73,38,47,59,5,18,62,44,34,7,14,60,82,55,51,63,47,44,19,21,8,39,31,28,65,24,59,46,39,28,23,47,17,51,38,16,43,34,53,32,47,5,68,12,29,39,40,47,14,18,88,18,41,79,17,35,42,40,52,18,62,31,39,5,57,38,79,30,66,29,8,56,32,70,52,33,52,37,66,59,37,28,41,23,42,28,26,24,32,18,38,52,76,57,2,4,25,33,27,53,62,74,10,4,46,24,21,6,56,21,55,40,80,31,45,9,80,14,61,31,33,70,37,4,34,36,70,44,17,67,36,51,28,73,48,18,80,54,15,51,38,53,28,27,45,48,66,37,17,20,12,64,46,34,26,65,42,21,47,42,23,46,65,41,21,46,56,26,31,22,33,56,45,45,38,8,12,52,32,78,14,15,48,41,25,45,35,32,14,16,52,73,39,49,30,68,50,69,44,15,44,46,83,47,13,10,25,38,12,21,38,30,59,12,35,29,19,53,30,14,5,55,33,43,45,42,58,30,52,52,35,65,37,46,14,55,16,44,47,62,36,42,38,49,41,30,54,30,22,43,26,34,43,27,49,33,16,23,37,33,32,42,72,40,45,24,27,42,36,49,52,66,24,25,40,34,32,56
2017-03-01,2017-03-01,2017,3,2017-03,16,26,29,7,7,25,38,43,33,36,30,61,35,72,15,48,64,38,48,59,4,17,65,49,37,6,14,62,90,58,48,60,62,43,20,36,8,37,28,28,66,30,62,53,39,34,24,48,15,50,44,17,43,36,57,36,75,5,68,13,30,39,43,30,13,18,86,9,42,67,19,34,51,40,58,16,65,34,37,6,55,40,81,32,64,26,9,54,29,72,50,32,53,44,66,61,36,29,33,17,45,31,26,25,37,18,52,53,78,58,2,5,29,38,28,54,64,76,8,4,53,26,20,9,57,21,53,43,85,26,48,10,78,14,59,34,34,69,38,4,36,60,85,50,19,61,36,52,27,81,54,20,72,57,16,65,45,54,31,28,32,54,63,32,19,25,12,68,46,34,27,64,40,22,50,42,32,57,66,44,24,55,53,29,31,19,35,62,43,47,41,10,14,59,36,79,15,16,47,47,24,48,39,31,14,16,51,68,43,51,34,71,47,43,46,17,44,48,81,45,26,10,25,46,13,24,33,24,63,12,39,29,25,54,34,15,5,68,35,39,41,33,71,28,52,50,38,71,35,48,14,48,16,49,47,61,38,42,39,59,56,31,53,31,23,49,29,34,46,25,48,33,16,24,39,34,38,47,72,41,50,25,31,55,40,53,52,69,26,26,38,42,36,56
2017-04-01,2017-04-01,2017,4,2017-04,16,24,29,4,7,29,34,42,30,38,26,54,34,84,14,46,52,34,45,61,4,15,58,46,43,5,13,54,73,50,46,56,36,51,37,27,9,36,23,25,61,27,67,40,37,28,22,66,14,45,38,16,40,34,58,30,49,5,72,11,29,34,38,27,13,18,81,9,42,60,19,35,47,44,52,16,59,28,32,7,56,40,83,29,63,25,8,51,31,66,50,22,52,40,65,57,33,29,31,15,47,28,24,23,36,17,36,47,78,55,2,4,22,35,25,53,56,79,9,4,42,24,20,6,54,22,53,40,81,27,92,8,81,20,58,32,33,63,36,4,32,36,69,51,16,64,37,52,27,76,49,16,68,48,16,48,85,58,30,29,28,47,59,33,18,18,11,62,45,30,26,61,43,19,48,44,27,50,61,43,23,45,48,42,30,18,32,61,42,39,40,8,13,54,33,81,15,15,50,36,22,42,40,28,11,13,46,60,36,49,30,70,42,48,43,87,45,51,79,45,12,10,22,35,12,28,34,20,60,11,34,28,18,55,51,13,5,61,35,33,36,30,59,25,56,50,34,71,35,48,14,52,15,43,46,64,36,43,36,54,44,29,55,30,23,42,28,36,46,27,48,30,16,24,37,34,38,39,73,41,47,25,28,49,35,51,53,71,24,25,36,31,30,57
2017-05-01,2017-05-01,2017,5,2017-05,16,20,26,11,6,22,33,39,35,39,28,57,33,36,14,46,59,38,49,57,5,16,54,44,47,4,12,54,79,53,44,58,37,46,20,26,8,36,23,27,62,27,62,42,40,31,23,45,15,46,48,16,42,33,59,32,50,5,60,12,30,35,47,30,13,18,82,10,41,58,20,32,48,41,50,15,61,29,40,8,53,43,84,31,61,26,9,49,28,67,49,25,51,42,65,62,35,32,32,15,42,28,24,23,41,17,31,45,80,54,2,4,24,36,24,52,58,78,9,3,45,25,22,6,54,21,51,39,82,27,64,8,78,15,59,37,33,72,36,4,34,36,74,51,16,62,36,51,28,76,49,17,68,51,16,64,100,55,41,27,28,45,56,37,19,18,11,61,45,32,30,60,43,21,48,48,25,51,63,43,27,46,50,28,31,19,42,52,59,40,39,8,12,52,33,78,16,15,45,35,23,42,41,27,12,12,47,66,36,49,29,66,46,45,46,16,44,48,83,45,12,10,26,35,12,23,31,20,59,12,34,27,18,53,33,23,6,64,37,34,33,25,67,25,54,52,32,66,34,50,13,50,19,42,44,63,36,41,36,51,83,29,57,32,22,43,26,36,47,34,49,30,17,24,37,34,32,41,73,39,47,24,28,43,38,51,52,68,24,26,38,33,31,60
2017-06-01,2017-06-01,2017,6,2017-06,16,12,21,4,6,29,30,37,32,18,21,47,33,34,11,42,54,32,54,48,4,15,38,50,33,2,12,56,86,51,46,58,17,38,19,30,8,35,28,29,58,33,60,43,38,62,23,46,21,46,47,16,37,32,56,31,50,6,61,14,31,33,50,34,14,15,82,20,43,59,15,31,63,38,52,18,59,29,32,9,53,44,84,31,61,24,7,49,25,66,51,35,46,44,58,65,35,32,31,14,50,33,25,19,40,18,33,47,76,52,2,5,28,34,27,52,81,69,10,3,47,24,22,8,58,20,50,42,83,25,53,10,74,20,50,44,36,81,36,3,65,38,74,88,15,69,35,58,31,80,46,15,68,70,22,49,27,50,38,28,31,47,57,33,19,18,13,64,41,32,31,62,84,23,52,39,30,56,64,46,47,100,50,30,25,27,62,55,56,46,37,8,17,53,30,79,16,17,45,28,28,32,42,39,11,12,49,63,54,49,25,64,43,46,46,18,44,47,79,45,17,12,29,44,12,22,30,19,60,11,32,23,22,56,42,14,6,66,31,36,33,25,66,27,52,55,34,68,35,54,14,52,13,46,43,70,39,43,38,50,39,29,63,32,23,47,28,34,46,29,49,32,18,27,45,33,34,41,77,40,51,25,31,45,42,53,51,68,25,28,37,34,35,64
2017-07-01,2017-07-01,2017,7,2017-07,16,12,21,6,3,22,30,36,30,13,17,47,32,33,9,43,56,32,47,61,7,11,28,28,27,1,8,55,82,52,46,54,16,45,16,29,7,35,30,26,60,24,58,42,44,27,23,45,14,47,37,16,39,38,64,34,48,5,62,11,35,36,54,26,12,18,82,10,44,67,12,34,50,42,48,14,55,32,28,10,48,46,82,30,76,24,7,45,27,82,57,27,50,42,59,61,33,46,29,13,45,29,25,16,42,17,35,48,75,61,2,4,28,38,27,54,70,80,8,3,45,28,21,5,79,22,50,40,88,26,63,8,78,18,54,36,37,75,35,3,33,36,75,50,17,63,38,55,30,79,58,15,72,54,14,46,34,79,38,27,28,46,62,27,19,17,11,65,40,33,29,60,45,23,54,44,26,55,67,51,30,59,48,25,24,24,37,61,41,41,39,8,13,60,26,83,14,19,45,27,22,32,39,35,11,12,49,64,34,52,25,70,46,40,47,14,44,44,85,49,13,10,29,38,13,23,31,18,59,11,28,23,18,55,34,15,6,65,32,35,36,22,60,32,53,58,34,67,36,55,14,55,13,44,47,74,39,45,38,50,40,28,67,32,23,50,28,35,46,34,49,34,21,28,40,34,34,42,84,38,51,27,33,45,44,54,55,69,27,27,37,36,36,68
2017-08-01,2017-08-01,2017,8,2017-08,16,13,22,4,3,20,28,39,29,16,29,48,33,33,9,42,49,33,49,48,18,11,30,29,26,3,9,55,80,52,49,52,14,41,19,27,7,37,32,31,62,27,60,43,46,27,22,44,15,54,38,16,37,33,61,28,60,5,70,11,29,43,48,42,13,15,84,11,41,69,14,39,50,42,57,16,54,30,23,9,49,44,82,31,55,26,7,47,26,66,49,26,48,48,64,63,40,29,29,14,46,26,24,18,35,19,34,51,77,55,2,5,23,34,27,56,69,97,8,3,46,22,20,5,56,21,50,40,100,28,86,8,77,16,60,34,36,64,35,3,36,37,69,60,16,58,44,52,26,76,48,14,72,50,17,47,37,54,33,26,30,61,60,34,20,18,10,64,38,31,28,63,46,24,48,47,31,53,67,42,27,52,46,22,27,19,38,62,41,41,37,8,15,53,100,82,15,19,44,27,23,33,44,43,12,11,54,63,43,53,24,63,42,40,47,12,42,45,80,50,14,11,27,38,12,21,35,29,59,11,28,23,23,54,34,14,5,68,35,35,33,24,55,27,59,53,36,68,35,54,15,53,14,43,44,77,39,43,39,52,40,31,66,32,24,49,30,35,51,31,56,32,20,27,39,34,35,44,77,39,57,27,32,49,44,57,68,65,27,30,37,38,34,72
2017-09-01,2017-09-01,2017,9,2017-09,16,16,23,4,4,22,29,39,30,20,27,57,32,34,11,45,48,36,55,49,24,15,51,44,35,3,10,54,73,56,45,56,19,40,17,25,8,36,29,28,85,30,69,50,43,29,34,42,14,61,45,16,36,32,58,28,67,5,60,12,30,49,42,32,60,18,83,16,40,92,14,30,49,41,60,15,65,33,30,7,73,42,80,30,53,100,8,56,28,69,47,30,43,44,57,69,35,29,38,14,57,29,24,21,35,18,40,54,76,51,2,4,27,36,28,54,67,86,8,3,46,23,20,7,55,22,47,49,85,24,100,13,72,15,76,38,33,70,33,3,66,42,88,50,15,56,38,50,27,81,49,15,71,82,14,52,35,52,36,26,31,100,64,36,19,18,11,62,40,30,28,60,41,21,49,44,34,62,63,48,25,46,49,24,25,17,47,55,43,41,37,9,18,53,32,84,23,22,43,27,22,33,42,33,24,15,100,72,63,51,26,62,46,39,46,15,44,52,76,49,16,12,28,39,12,24,37,25,66,11,30,28,25,53,38,19,5,63,44,35,35,21,61,27,84,49,35,70,34,50,14,49,14,75,41,65,35,40,42,52,40,28,58,32,23,53,30,37,44,31,65,30,19,24,39,34,33,43,77,45,52,25,29,53,38,71,59,70,27,26,36,41,32,66
2017-10-01,2017-10-01,2017,10,2017-10,16,22,27,0,31,86,34,42,30,24,28,58,37,38,13,47,51,35,52,52,21,15,64,38,33,7,12,62,79,69,48,57,24,46,17,35,8,37,39,28,62,42,94,49,43,34,18,45,16,44,47,17,36,35,57,30,66,6,60,14,30,44,37,30,16,18,87,11,43,73,19,30,56,41,62,21,67,33,39,5,47,41,81,37,60,27,8,70,31,69,48,28,49,44,65,61,34,28,43,16,49,30,26,22,32,16,36,49,77,54,2,6,32,34,29,53,66,83,9,3,52,24,19,7,51,22,48,42,91,28,76,11,78,18,64,35,33,65,65,3,39,48,82,76,18,64,38,52,29,80,58,17,76,56,15,55,33,54,38,28,30,49,64,41,18,20,15,67,100,30,27,67,45,19,51,44,38,78,64,50,29,49,51,26,27,19,38,57,43,43,38,8,14,52,34,82,21,23,49,66,23,35,45,37,12,11,48,56,37,52,28,63,47,41,50,18,45,45,80,45,26,12,29,49,12,29,40,21,68,11,31,28,22,54,37,16,5,70,36,38,36,22,66,29,73,47,36,70,38,48,13,48,16,42,44,60,35,39,40,55,38,28,55,31,23,52,30,35,45,26,58,35,18,24,37,37,31,41,76,44,44,25,27,45,37,62,53,65,27,26,36,39,32,59
2017-11-01,2017-11-01,2017,11,2017-11,16,23,24,0,18,44,31,46,30,24,27,59,38,37,13,46,54,35,55,56,7,15,64,43,31,9,12,71,81,64,45,57,23,47,17,21,10,36,31,29,62,30,62,48,41,28,20,46,15,48,40,18,38,34,58,32,51,6,68,13,29,38,35,36,15,19,91,11,48,62,19,29,48,42,53,14,61,33,34,5,47,36,79,41,64,21,8,48,35,65,55,30,52,41,71,66,36,29,29,17,52,32,24,21,30,17,34,45,78,68,2,5,42,35,28,54,63,82,10,4,52,24,20,9,53,22,54,42,91,37,66,9,79,15,60,34,38,74,46,10,34,34,77,45,18,62,40,50,28,68,52,19,73,52,16,51,37,52,30,29,31,48,65,39,19,18,16,62,45,32,27,71,40,19,48,51,24,75,65,52,22,51,55,26,28,27,34,63,61,40,37,10,12,49,33,82,15,13,46,30,23,37,32,41,12,12,49,59,43,53,29,67,47,53,51,13,45,46,84,48,12,11,67,35,13,99,32,21,66,11,31,27,20,53,55,14,5,80,37,35,35,35,57,100,90,46,34,70,32,46,13,45,16,39,41,56,33,38,41,49,39,26,52,28,21,51,29,37,46,26,62,30,15,25,36,35,29,40,76,44,42,23,25,42,37,64,57,60,25,28,34,37,35,57
2017-12-01,2017-12-01,2017,12,2017-12,16,16,19,6,9,23,30,57,27,24,22,51,38,50,12,41,46,30,47,49,11,14,50,34,28,6,8,65,76,58,45,52,24,43,16,20,8,33,38,25,56,23,57,46,40,27,21,45,15,50,37,16,37,31,54,26,45,4,58,11,27,39,33,25,13,18,86,10,45,62,15,32,41,39,40,16,54,28,38,4,45,33,78,28,60,21,6,41,29,60,51,28,48,36,64,52,39,28,29,18,47,30,23,20,27,17,47,44,75,48,2,3,29,30,32,50,69,75,9,3,42,42,17,6,53,21,60,34,79,36,66,8,80,17,57,30,33,58,62,6,33,43,70,41,16,57,39,52,28,64,52,16,70,48,19,52,28,67,31,28,29,46,52,52,19,17,11,56,44,26,28,70,39,20,44,36,22,53,62,41,20,50,51,26,26,18,32,59,45,35,39,9,11,50,30,82,14,14,47,36,21,34,30,56,14,14,55,63,42,97,28,62,41,41,46,11,44,42,79,46,11,10,26,33,12,43,32,19,58,11,29,24,18,50,35,14,5,75,34,29,34,40,49,35,97,48,34,64,38,46,13,44,14,40,43,57,33,38,36,48,38,27,53,26,20,42,29,32,47,26,54,31,15,23,39,37,30,42,72,41,42,24,24,38,36,63,49,61,27,23,34,35,36,56
